Dealer Code,Dealer Code Description,Dealer City,PCR Number,PCR Year,VC Number,VC Description,Model,Sub Model,Chassis No,Chassis Type,Production Month,Kilometers Covered,Complaint Aggregate,Complaint Aggregate Description,Complaint Group,Complaint Group Description,Complaint Code,Complaint Code Description,Sale Month,Complaint Month,Complaint Reported Date,Diff between Complaint & Sales Month,Settlement Month,Settlement Date,Claim Category,Claim Category Description,Claims Indicator,No. of Complaints,Part Number,Part Description,Part Quantity,Part Rate,Actual Labour Charge,Miscellaneous Charge,Special Labour Charges,Total Expenses,Credit Amount,Customer Complaint,Investigation,Action Taken
2001160,KALINGA AUTO SYNDICATE,JEYPORE,47,2018,26478838000R,SFC709EX/38WB 4SP CR BS-IV  W/O LB,709,709-SFC-EX,MAT506313J8A00808,506313,JAN 2018,8271,Q1,ELECTRICALS,QB54300,WIRING HARNESS LOOSE CONNECTIONS,QB54300,WIRING HARNESS LOOSE,JAN 2018,JUL 2018,12.07.2018,6,AUG 2018,07.08.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,220,0,0,220,220,CHECK ENGINE,FOUND THAT STARTER RELAY WIRING WAS SHORT,Diagnostic Checked And Vehicle On Road By Reparing The Wiredefer Txt 0006
2001160,KALINGA AUTO SYNDICATE,JEYPORE,81,2018,28453035ABFR,ARCTIC_WHITE-ST WINGER 35 HR AC AMB BS4,WINGER,WINGER-AMB,MAT460149JUB01367,460149,FEB 2018,11036,A1,ENGINE,AH05279,BRGS OF TENSIONER DEFECTIVE,AH05369,TENSIONER PULLEY BROKEN,MAR 2018,NOV 2018,16.11.2018,8,NOV 2018,24.11.2018,1,Normal Warranty,Regular Claims,1,254723120237,ASSY.TENSIONER PULLEY,1,469.25,0,42.23,23.46,534.94,534.94,FAN BELT BROKEN,FOUND THAT TENSIONER PULLY BEARING WAS EXCESS PLAY,Tension Pulley Bearing And Belt Replacementdefertxt 0002
2001160,KALINGA AUTO SYNDICATE,JEYPORE,81,2018,28453035ABFR,ARCTIC_WHITE-ST WINGER 35 HR AC AMB BS4,WINGER,WINGER-AMB,MAT460149JUB01367,460149,FEB 2018,11036,A1,ENGINE,AH05279,BRGS OF TENSIONER DEFECTIVE,AH05369,TENSIONER PULLEY BROKEN,MAR 2018,NOV 2018,16.11.2018,8,NOV 2018,24.11.2018,1,Normal Warranty,Regular Claims,0,254723128602,SPACER (BEARING),1,101.29,0,9.12,5.06,115.47,115.47,FAN BELT BROKEN,FOUND THAT TENSIONER PULLY BEARING WAS EXCESS PLAY,Tension Pulley Bearing And Belt Replacementdefertxt 0002
2001160,KALINGA AUTO SYNDICATE,JEYPORE,81,2018,28453035ABFR,ARCTIC_WHITE-ST WINGER 35 HR AC AMB BS4,WINGER,WINGER-AMB,MAT460149JUB01367,460149,FEB 2018,11036,A1,ENGINE,AH05279,BRGS OF TENSIONER DEFECTIVE,AH05369,TENSIONER PULLEY BROKEN,MAR 2018,NOV 2018,16.11.2018,8,NOV 2018,24.11.2018,1,Normal Warranty,Regular Claims,0,278923116302,6PK EPDM BELT-1155(ALT+PSTG),1,534.48,145,48.1,26.72,754.3,754.3,FAN BELT BROKEN,FOUND THAT TENSIONER PULLY BEARING WAS EXCESS PLAY,Tension Pulley Bearing And Belt Replacementdefertxt 0002
2001160,KALINGA AUTO SYNDICATE,JEYPORE,92,2017,55325831000R,TATA SFC 407 TT Ex Turbo / 31 BS IV,407,407-SFC,MAT505274J8A00526,505274,JAN 2018,1333,A1,ENGINE,AN07309,FUEL FLEXIBLE PIPE LEAKING,AN07309,FUEL FLEXIBLE PIPE FILTER TO FIP LEAK/BURST,JAN 2018,FEB 2018,26.02.2018,1,FEB 2018,28.02.2018,1,Normal Warranty,Regular Claims,1,253407140228,FUEL PR LINE BENT ASSY PUMP TO RAIL,1,1161.09,55,104.5,58.05,1378.64,1378.64,FUEL LEAKAGE AND POOR BRAKE,WE FOUND THAT FUEL PIPE LEAKAGE AND VACCUM BOOSTER WAS DEFECTIVE,Fuel Pipe Renew And Brake Booster Replacementdefer Txt 0002
2001160,KALINGA AUTO SYNDICATE,JEYPORE,92,2017,55325831000R,TATA SFC 407 TT Ex Turbo / 31 BS IV,407,407-SFC,MAT505274J8A00526,505274,JAN 2018,1333,K1,BRAKES,KD43019,VACUUM BOOSTER DEFECTIVE,KD43239,VACUUM BOOSTER DEFECTIVE,JAN 2018,FEB 2018,26.02.2018,1,FEB 2018,28.02.2018,1,Normal Warranty,Regular Claims,1,270542010101,ASSY VACCUM BOOSTER WITH TMC,1,10848.4,220,976.36,542.42,12587.18,12587.18,FUEL LEAKAGE AND POOR BRAKE,WE FOUND THAT FUEL PIPE LEAKAGE AND VACCUM BOOSTER WAS DEFECTIVE,Fuel Pipe Renew And Brake Booster Replacementdefer Txt 0002
2001160,KALINGA AUTO SYNDICATE,JEYPORE,93,2018,55324731000R,TATA SFC 407 EX / 31 HT BS IV,407,407-SFC,MAT505242J8C08891,505242,MAR 2018,13011,L1,MECHANICAL STEERING,LB46089,DRAG LINK BEND,LB46089,DRAG LINK BEND,SEP 2018,DEC 2018,10.12.2018,3,DEC 2018,27.12.2018,1,Normal Warranty,Regular Claims,1,264046600121,ASSY.DRAG LINK-RHD,1,1274.33,145,114.69,63.72,1597.74,1597.74,STEERING WHEEL VIBRATES,WE FOUND THAT DRAG LINK DEFECTIVE,Drag Link Rod Changedefer Txt 0002
2001160,KALINGA AUTO SYNDICATE,JEYPORE,101,2018,28453035ABFR,ARCTIC_WHITE-ST WINGER 35 HR AC AMB BS4,WINGER,WINGER-AMB,MAT460149JUB01431,460149,FEB 2018,47520,A1,ENGINE,AA01049,CYL HEAD COVER WARPED/FACE UNEVEN,AA01059,BLOW HOLE/CRACK IN CYL HEAD COVER BROKEN,MAR 2018,FEB 2019,11.02.2019,11,MAR 2019,13.03.2019,1,Normal Warranty,Regular Claims,1,278901150129,ASSY. CYLINDER HEAD COVER +TUBE+BAFFLE P,1,2340.04,217.5,210.6,117,2885.14,2885.14,ENGINE OIL LEAKAGE,FOUND THAT CYLINDER HEAD COVER WAS BROKENED,Cylinder Head Cover Repalced Under Warranty
2001160,KALINGA AUTO SYNDICATE,JEYPORE,104,2018,28453035ABFR,ARCTIC_WHITE-ST WINGER 35 HR AC AMB BS4,WINGER,WINGER-AMB,MAT460149JUB01661,460149,FEB 2018,31520,B1,ENGINE ELECTRICALs,BA15019,STARTER MOTOR DEFECTIVE,BA15079,STARTER CENTRIFUSED,MAR 2018,FEB 2019,11.02.2019,11,MAR 2019,08.03.2019,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,145,0,0,145,145,STARTING PROBLEM,FOUND THAT THE PROBLEM IS WITH STARTER MOTOR AND WE SEND ITTO LUCASDEALER AND HE REJECTED THE CASE DUE TO STARTER BURNT,As Consult With Aso Starter Repair And The Cost Claimed Under Speciallabour Charge
2001160,KALINGA AUTO SYNDICATE,JEYPORE,114,2018,28453035ABFR,ARCTIC_WHITE-ST WINGER 35 HR AC AMB BS4,WINGER,WINGER-AMB,MAT460149JUB01315,460149,FEB 2018,31107,B1,ENGINE ELECTRICALs,BD15019,ALTERNATOR DEFECTIVE,BD15089,ALTERNATOR DEFECTIVE,MAR 2018,MAR 2019,02.03.2019,12,MAR 2019,16.03.2019,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,0,0,3000,3000,3000,STARTING PROBLEM,FOUND THAT THE PROBLEM IS WITH ALTERNATOR WE SENT TO LUCAS BUT THE LUCASREJECTED THE CASE DUE TO RECTIFIER BURNT,As Consult With Aso Rectifier Repalced Under Waranty And Therepair Costclaimed Under Special Labour Charge
2001170,SAINI MOTOR COMPANY,KANGRA,36,2018,28454332AFDR,SK_GOLN_YELW-WINGER 32WB BSIV (13+D),WINGER,WINGER-FR,MAT460091JUA00038,460091,JAN 2018,5421,D1,TRANSMISSION,D100160,COMPL ON 2/3 GEAR SHIFT MECHANISM,DE27325,GEAR SHIFT SLEEVE 2ND/3RD WORN/DAMAGED,MAR 2018,JUL 2018,10.07.2018,4,JUL 2018,24.07.2018,1,Normal Warranty,Regular Claims,0,285426204602,ENGAGING GEAR (3/4),1,528.91,0,47.6,26.45,602.96,602.96,GEAR BOX NOISY AND 3RD GEAR SLIPPAGE,DURING INVESTIGATION WE FOUND SHIFTER SLEEV 3RD 4TH GEAR ENGAGINGGEAR 3RD 4TH DEFECTED 3RD GEAR FOUND PITTED RENEW ALLPARTS AND TAKETRIAL NOW VEHICLE IS OK,Replace Defected Parts Under Warrantydefer Txt 0002
2001170,SAINI MOTOR COMPANY,KANGRA,36,2018,28454332AFDR,SK_GOLN_YELW-WINGER 32WB BSIV (13+D),WINGER,WINGER-FR,MAT460091JUA00038,460091,JAN 2018,5421,D1,TRANSMISSION,D100160,COMPL ON 2/3 GEAR SHIFT MECHANISM,DE27325,GEAR SHIFT SLEEVE 2ND/3RD WORN/DAMAGED,MAR 2018,JUL 2018,10.07.2018,4,JUL 2018,24.07.2018,1,Normal Warranty,Regular Claims,0,285426204604,SHIFTER SLEEVE (3/4),1,1296.88,440,116.72,64.84,1918.44,1918.44,GEAR BOX NOISY AND 3RD GEAR SLIPPAGE,DURING INVESTIGATION WE FOUND SHIFTER SLEEV 3RD 4TH GEAR ENGAGINGGEAR 3RD 4TH DEFECTED 3RD GEAR FOUND PITTED RENEW ALLPARTS AND TAKETRIAL NOW VEHICLE IS OK,Replace Defected Parts Under Warrantydefer Txt 0002
2001170,SAINI MOTOR COMPANY,KANGRA,36,2018,28454332AFDR,SK_GOLN_YELW-WINGER 32WB BSIV (13+D),WINGER,WINGER-FR,MAT460091JUA00038,460091,JAN 2018,5421,D1,TRANSMISSION,D100160,COMPL ON 2/3 GEAR SHIFT MECHANISM,DE27325,GEAR SHIFT SLEEVE 2ND/3RD WORN/DAMAGED,MAR 2018,JUL 2018,10.07.2018,4,JUL 2018,24.07.2018,1,Normal Warranty,Regular Claims,1,285426205423,3RD SPEED GEAR(DICOR),1,892.19,660,80.3,573.81,2206.3,2206.3,GEAR BOX NOISY AND 3RD GEAR SLIPPAGE,DURING INVESTIGATION WE FOUND SHIFTER SLEEV 3RD 4TH GEAR ENGAGINGGEAR 3RD 4TH DEFECTED 3RD GEAR FOUND PITTED RENEW ALLPARTS AND TAKETRIAL NOW VEHICLE IS OK,Replace Defected Parts Under Warrantydefer Txt 0002
2001171,SAINI MOTOR COMPANY,CHAMBA,13,2018,55301145000R,TATA Ultra 1518 5L / 45WB BS IV,ULTRA1518,ULTRA1518-LPT,MAT764011J7A00900,764011,JAN 2018,6510,B1,ENGINE ELECTRICALs,BA15019,STARTER MOTOR DEFECTIVE,BA15099,STARTER MOTOR DEFECTIVE,JAN 2018,APR 2018,26.04.2018,3,JUN 2018,07.06.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,132,0,0,132,132,STATER MOTOR DEFECTIVE,AFTER THE INVESTIGATION WE FOUND ASSY STATER MOTOR DEFECTIVE,As Per Warranty Scheduled Stater Motor Send To Ancillary Setup Forrepairdefer Txt 0004
2001171,SAINI MOTOR COMPANY,CHAMBA,23,2018,55301145000R,TATA Ultra 1518 5L / 45WB BS IV,ULTRA1518,ULTRA1518-LPT,MAT764011J7A00900,764011,JAN 2018,6810,Q1,ELECTRICALS,QB54209,BATTERY DEFECTIVE.,QB54209,BATTERY WEAK/DEFECTIVE,JAN 2018,MAY 2018,15.05.2018,4,MAY 2018,19.05.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,55,0,0,55,55,BATTERY BLAST,AFTER INVESTIGATION WE FOUND VEHICLE BATTERY DEFECTIVE BLAST,Sent At Ancillary Setup And Replace Both Battery Under Warrantydefer Txt 0002
2001171,SAINI MOTOR COMPANY,CHAMBA,99,2018,28454332AFDR,SK_GOLN_YELW-WINGER 32WB BSIV (13+D),WINGER,WINGER-FR,MAT460091JUB01577,460091,FEB 2018,3782,B1,ENGINE ELECTRICALs,BD15019,ALTERNATOR DEFECTIVE,BD15089,ALTERNATOR DEFECTIVE,MAY 2018,AUG 2018,26.08.2018,3,AUG 2018,30.08.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,0,0,800,800,800,POWER STEERING HARD STARTING PROBLME,AFTER THE INVESTIGATION WE FOUND ALTERNATOR NO CHARGED THE BATTERY SOME PLAY IN POWER STEERING,Adjust Nessery Play Of Power Steering Alternator Send To Ancillarysetupdefer Txt 0002
2001171,SAINI MOTOR COMPANY,CHAMBA,109,2018,28211427000R,TATA LPK 912EX/27 BSIV,912,912CR-LPK,MAT454206J7B03495,454206,FEB 2018,23122,J1,PROPELLER SHAFT,JC41089,FRONT U J CROSS/BRG BROKEN/WORN,JC41089,FRONT U J CROSS/BRG BROKEN/WORN OUT,MAR 2018,SEP 2018,04.09.2018,6,SEP 2018,06.09.2018,1,Normal Warranty,Regular Claims,1,550641300105,UJ KIT,1,700,110,63,35,908,908,PROPELLER SHAFT NOISY,AFTER INVESTIGATION WE FOUND ASSY UJ KIT DEFECTIVE BROKEN,Replace Uj Kit Under Warrantydefer Txt 0002
2001171,SAINI MOTOR COMPANY,CHAMBA,121,2018,28211427000R,TATA LPK 912EX/27 BSIV,912,912CR-LPK,MAT454206J7B03495,454206,FEB 2018,25214,B1,ENGINE ELECTRICALs,BD15019,ALTERNATOR DEFECTIVE,BD15089,ALTERNATOR DEFECTIVE,MAR 2018,SEP 2018,21.09.2018,6,OCT 2018,10.10.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,125,0,1000,1125,1125,BETTYE NOT CHARGED,AFTER THE INVESTIGATION WE FOUND ALTERNATOR NOT WORKING DEFECTIVE,Alternator Send To Ancillary Setup For Repair Under Warrantydefer Txt 0002
2001171,SAINI MOTOR COMPANY,CHAMBA,129,2018,28211427000R,TATA LPK 912EX/27 BSIV,912,912CR-LPK,MAT454206J7B03495,454206,FEB 2018,25950,B1,ENGINE ELECTRICALs,BD15019,ALTERNATOR DEFECTIVE,BD15089,ALTERNATOR DEFECTIVE,MAR 2018,OCT 2018,08.10.2018,7,OCT 2018,16.10.2018,1,Normal Warranty,Regular Claims,1,552915400101,552915400101,1,6483.59,145,583.52,324.18,7536.29,7536.29,ALTERNATOR DEFECTIVE,AFTER INVESTIGATION WE FOUND ALTERNATOR DEFECTIVE NOT WORKING PROPERLY,Replace Failed Parts Under Warrantydefer Txt 0002
2001171,SAINI MOTOR COMPANY,CHAMBA,165,2018,55325831000R,TATA SFC 407 TT Ex Turbo / 31 BS IV,407,407-SFC,MAT505274J8C07005,505274,MAR 2018,19871,L1,MECHANICAL STEERING,LB46099,DRAG LINK ENDS LOOSE/WORN,LB46099,DRAG LINK ENDS  LOOSE,APR 2018,DEC 2018,16.12.2018,8,DEC 2018,26.12.2018,1,Normal Warranty,Regular Claims,1,265146600104,ASSY.DRAG LINK  RHD,1,1500,145,135,75,1855,1855,STEERING CROSS DEFECTIVE,AFTER THE INVESTIGATION WE FOUND ASSY DRAG LINK DEFECTIVE END LOOSE,Replace Drag Link Under Warrantydefer Txt 0002
2001171,SAINI MOTOR COMPANY,CHAMBA,185,2018,28211427000R,TATA LPK 912EX/27 BSIV,912,912CR-LPK,MAT454206J7B03495,454206,FEB 2018,30210,N1,RADIATOR,NA50019,RADIATOR LEAKAGE,NA50019,RADIATOR LEAKING FROM BOTTOM TANK,MAR 2018,JAN 2019,23.01.2019,10,FEB 2019,14.02.2019,1,Normal Warranty,Regular Claims,1,252750110134,ASSY RADIATOR,1,8195.31,290,737.58,409.77,9632.66,9632.66,RADIATOR LEAKY,AFTER INVESTIGATION WE FOUND ASSY RADIATOR LEAKY DEFECTIVE,Replace Failed Parts Under Warrantydefer Txt 0002
2001171,SAINI MOTOR COMPANY,CHAMBA,197,2018,28211427000RBD53,5 cum UB BOX TIP LPK912/27 EX 497CR BSIV,912,912CR-LPK,MAT454206J7C07622,454206,MAR 2018,7958,A1,ENGINE,AT18089,OIL FILTER TO FIP OIL LINE LEAK,AN07359,OILFILTER LUB OIL HOSE LEAKING,APR 2018,FEB 2019,24.02.2019,10,MAR 2019,27.03.2019,1,Normal Warranty,Regular Claims,1,#,Not assigned,0,0,0,0,2985,2985,2985,ENGINE OIL LEAKAGE,AFTER THE INVESTIGATION WE FOUND ASSY LUBE OIL FILTER LEAKY,Replace Failed Part Under Warrantywe Have Attend The Vehicleon Site So We Try Deputation Charges Claimagainst Cac Reffno 92068422838distance 80 2 15=2400 Location Kheri
2001171,SAINI MOTOR COMPANY,CHAMBA,197,2018,28211427000RBD53,5 cum UB BOX TIP LPK912/27 EX 497CR BSIV,912,912CR-LPK,MAT454206J7C07622,454206,MAR 2018,7958,A1,ENGINE,AT18089,OIL FILTER TO FIP OIL LINE LEAK,AN07359,OILFILTER LUB OIL HOSE LEAKING,APR 2018,FEB 2019,24.02.2019,10,MAR 2019,27.03.2019,1,Normal Warranty,Regular Claims,0,252718130145,ASSY OIL FILTER ELEMENT SPINON,1,898.15,58,17.96,44.91,1019.02,1019.02,ENGINE OIL LEAKAGE,AFTER THE INVESTIGATION WE FOUND ASSY LUBE OIL FILTER LEAKY,Replace Failed Part Under Warrantywe Have Attend The Vehicleon Site So We Try Deputation Charges Claimagainst Cac Reffno 92068422838distance 80 2 15=2400 Location Kheri
2001190,SHUNTY BUNTY AUTOMOBILES PVT LTD,KANPUR,247,2018,26426238000R,TATA LPT 709 EX2 / 38 BS IV,709,709-LPT,MAT506212J8A01485,506212,JAN 2018,20283,Q1,ELECTRICALS,QB54159,HORN DEFECTIVE,QB54159,HORN DEFECTIVE,JAN 2018,DEC 2018,24.12.2018,11,JAN 2019,24.01.2019,1,Normal Warranty,Regular Claims,1,257454209987,HORN 12V W/O RIS CAPACITOR,1,492.85,72.5,44.36,24.64,634.35,634.35,CUSTOMER HAS REPORTED COMPLAIN OF HORN NOT WORKING,ON INVESTIGATION WE HAVE FOUND THAT THE HORN IS DEFECTIVE,Replaced Failed Parts Under Warrantydefer Txt 0004
2001200,SUSEE TRUCKS PVT LTD,VELLORE,60,2018,28984131ABFR,ARCTIC_WHITE-TATA207 BSIV RX Common Rail,MOBIA,MOBIA-SC-4X2,MAT478014JSC04601,478014,MAR 2018,1541,C1,CLUTCH,CC25133,CLUTCH SLAVE CYLINDER DEFECTIVE,CC25133,CLUTCH SLAVE CYLINDER DEFECTIVE,JUL 2018,AUG 2018,21.08.2018,1,AUG 2018,28.08.2018,1,Normal Warranty,Regular Claims,0,269929100296,SLAVE CYLINDER,1,793.06,88,71.38,39.65,992.09,992.09,CLUTCH CEHCKUP,WE CHECK THE CLUTCH CABLE AND ITS ROOTING FOUND NORMAL AFTERWE CHECKTHE CLUTCH PEDAL IS STRUCK SO WE SUSPECT THE PROBLEM IN SLAVECYLINDER AFTER WE REPLACE THE CYLINDER GET THE TRAIL WITH CUSTOMERVEHICLE IS GOING TIGHTLY AND POOR PCIKUP SOWE REMOVE THE CLUTCH WEFOUND THE CLUTCH IS WEAR CONDITION DUE TO THE SLAVE CYLINDER PROBLEM,After We Replace The Both Parts The Problem Was Rectifieddefer Txt 0002
2001200,SUSEE TRUCKS PVT LTD,VELLORE,60,2018,28984131ABFR,ARCTIC_WHITE-TATA207 BSIV RX Common Rail,MOBIA,MOBIA-SC-4X2,MAT478014JSC04601,478014,MAR 2018,1541,C1,CLUTCH,CC25133,CLUTCH SLAVE CYLINDER DEFECTIVE,CC25133,CLUTCH SLAVE CYLINDER DEFECTIVE,JUL 2018,AUG 2018,21.08.2018,1,AUG 2018,28.08.2018,1,Normal Warranty,Regular Claims,1,272425200188,CLUTCH DISC 260 DIA,1,4562.86,440,410.66,228.14,5641.66,5641.66,CLUTCH CEHCKUP,WE CHECK THE CLUTCH CABLE AND ITS ROOTING FOUND NORMAL AFTERWE CHECKTHE CLUTCH PEDAL IS STRUCK SO WE SUSPECT THE PROBLEM IN SLAVECYLINDER AFTER WE REPLACE THE CYLINDER GET THE TRAIL WITH CUSTOMERVEHICLE IS GOING TIGHTLY AND POOR PCIKUP SOWE REMOVE THE CLUTCH WEFOUND THE CLUTCH IS WEAR CONDITION DUE TO THE SLAVE CYLINDER PROBLEM,After We Replace The Both Parts The Problem Was Rectifieddefer Txt 0002
2001200,SUSEE TRUCKS PVT LTD,VELLORE,60,2018,28984131ABFR,ARCTIC_WHITE-TATA207 BSIV RX Common Rail,MOBIA,MOBIA-SC-4X2,MAT478014JSC04601,478014,MAR 2018,1541,C1,CLUTCH,CC25133,CLUTCH SLAVE CYLINDER DEFECTIVE,CC25133,CLUTCH SLAVE CYLINDER DEFECTIVE,JUL 2018,AUG 2018,21.08.2018,1,AUG 2018,28.08.2018,1,Normal Warranty,Regular Claims,0,272425400188,CLUTCH COVER 260 DIA,1,2388.51,0,214.97,119.43,2722.91,2722.91,CLUTCH CEHCKUP,WE CHECK THE CLUTCH CABLE AND ITS ROOTING FOUND NORMAL AFTERWE CHECKTHE CLUTCH PEDAL IS STRUCK SO WE SUSPECT THE PROBLEM IN SLAVECYLINDER AFTER WE REPLACE THE CYLINDER GET THE TRAIL WITH CUSTOMERVEHICLE IS GOING TIGHTLY AND POOR PCIKUP SOWE REMOVE THE CLUTCH WEFOUND THE CLUTCH IS WEAR CONDITION DUE TO THE SLAVE CYLINDER PROBLEM,After We Replace The Both Parts The Problem Was Rectifieddefer Txt 0002
2001200,SUSEE TRUCKS PVT LTD,VELLORE,100,2018,28984131ABFR,ARCTIC_WHITE-TATA207 BSIV RX Common Rail,MOBIA,MOBIA-SC-4X2,MAT478014JSC04601,478014,MAR 2018,2506,K1,BRAKES,KC42219,BRAKE ADJUSTER DEFECTIVE.,KC42219,FRONT LH BRAKE ADJUSTER DEFECTIVE/BROKEN.,JUL 2018,OCT 2018,25.10.2018,3,NOV 2018,13.11.2018,1,Normal Warranty,Regular Claims,0,265142806801,CONNECTOR 3 WAY,1,226.11,58,20.35,11.31,315.77,315.77,BRAKE OIL LEAKAGE CHECKUP,WE CHECK THE BRAKE OIL LEVEL FOUND NORMAL THEN WE FOUND THEBRAKE OILLEAKAGE TO 3WAY CONNECTOR AND BRAKE HOSE SO WE SUSPECT THE PROBLEM INTHAT PARTS,After We Replace The Defective Parts The Problem Was Rectifieddefer Txt 0002
2001200,SUSEE TRUCKS PVT LTD,VELLORE,100,2018,28984131ABFR,ARCTIC_WHITE-TATA207 BSIV RX Common Rail,MOBIA,MOBIA-SC-4X2,MAT478014JSC04601,478014,MAR 2018,2506,K1,BRAKES,KC42219,BRAKE ADJUSTER DEFECTIVE.,KC42219,FRONT LH BRAKE ADJUSTER DEFECTIVE/BROKEN.,JUL 2018,OCT 2018,25.10.2018,3,NOV 2018,13.11.2018,1,Normal Warranty,Regular Claims,1,289843800165,289843800165,1,168.95,0,15.21,8.45,192.61,192.61,BRAKE OIL LEAKAGE CHECKUP,WE CHECK THE BRAKE OIL LEVEL FOUND NORMAL THEN WE FOUND THEBRAKE OILLEAKAGE TO 3WAY CONNECTOR AND BRAKE HOSE SO WE SUSPECT THE PROBLEM INTHAT PARTS,After We Replace The Defective Parts The Problem Was Rectifieddefer Txt 0002
2001210,SUSEE AUTO ZONE PVT LTD,THIRUNELVELI,15,2018,28211427000RBD53,5 cum UB BOX TIP LPK912/27 EX 497CR BSIV,912,912CR-LPK,MAT454206J7B04943,454206,FEB 2018,1892,A1,ENGINE,AP20299,COOLANT LEAK FROM TEMP. SENSOR,AP20299,COOLANT LEAKAGE FROM TEMP SENSOR ON U/COOLING LINE,MAR 2018,APR 2018,07.04.2018,1,APR 2018,13.04.2018,1,Normal Warranty,Regular Claims,1,286415135801,RUBBER HOSE (VACUUM PUMP TO OIL SUMP),1,55.06,55,4.96,2.75,117.77,117.77,COOLANT OIL LEAK,VACUUM PUMP TO OIL SUMP RUBBER HOSE DEECTIVE,Renew Vacuum Pump To Oil Sump Rubber Hose Under Warrantydefer Txt 0002
2001210,SUSEE AUTO ZONE PVT LTD,THIRUNELVELI,58,2018,55324831000RBB57,2.66cum UB BOX TIP SK407/31EX 4SPCR BSIV,407,407-SK,MAT505243J8C07323,505243,MAR 2018,5894,Q1,ELECTRICALS,QA54019,SPEEDOMETER DEFECTIVE,QA54019,SPEEDOMETER DEFECTIVE,MAR 2018,APR 2018,26.04.2018,1,MAY 2018,03.05.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,110,0,0,110,110,SPEEDOMETER NOT WORK,SPEEDOMETER NEEDLE STRUCK AND ODOMETER NOT WORK FOUND SPEEDOMETER MAINCABLE TOUCH THE BODY CIR SEND TO OUR CSM MR GOVINDARAJAN,Speedometer Rxr Speedometer Main Cable Correcteddefer Txt 0002
2001210,SUSEE AUTO ZONE PVT LTD,THIRUNELVELI,61,2018,28211427000RBD53,5 cum UB BOX TIP LPK912/27 EX 497CR BSIV,912,912CR-LPK,MAT454206J7B02478,454206,FEB 2018,4378,A1,ENGINE,AL13035,A/C REED VALVE RIVET LOOSE,AL13035,A/C REED VALVE RIVET LOOSE,FEB 2018,APR 2018,23.04.2018,2,MAY 2018,12.05.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,110,0,350,460,460,AIR LEAK BREAKDOWN AT ALWAR THIRUNAGARI,CYLINDER HEAD COMPRESSER BOLT MISSING FOUND CIR SEND TO CSMMR GOVINDARAJAN SPOT KM 70 DEPUTATION NO IS 74740263100,Cylinder Head Compresser Bolt Corrected Air Leak Arrested Done Underwarranty Brakedown Charge Rs 350 Claimed Under Special Chargedefer Txt 0002
2001210,SUSEE AUTO ZONE PVT LTD,THIRUNELVELI,75,2018,28211427000RBD53,5 cum UB BOX TIP LPK912/27 EX 497CR BSIV,912,912CR-LPK,MAT454206J7A00605,454206,JAN 2018,20453,Q1,ELECTRICALS,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,JAN 2018,MAY 2018,03.05.2018,4,MAY 2018,08.05.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,220,0,0,220,220,CHECK ENGINE LIGHT MALFUNCTIONING ALWAYS GLOWING,ECU SCANNING DONE P0101 00 HFM SENSOR HARDWARE SIGNALS SHORTCIRCUIT TOBATTERY P062C 00 VEHICLE SPEED SENSOR PLAUSIBLITYERROR P0701 00 CLUTCHPLAUSIBLITY ERROR P2264 00 DEFECTIVE WATER IN FUEL SENSOR,Ecu Rxr Ecu Scanning Done Error Noticed Error Removed Through Troubleshootingdefer Txt 0002
2001210,SUSEE AUTO ZONE PVT LTD,THIRUNELVELI,77,2018,28213449000RVD59,TATA STARBUS SKOOL 50+1 3X2 LP912/49 BS4,912,912-LP,MAT514004J7B04027,514004,FEB 2018,1359,Q1,ELECTRICALS,QB54300,WIRING HARNESS LOOSE CONNECTIONS,QB54300,WIRING HARNESS LOOSE,MAR 2018,MAY 2018,03.05.2018,2,MAY 2018,24.05.2018,1,Normal Warranty,Regular Claims,-1,#,Not assigned,0,0,0,-27,-210,-537,-537,,,
